YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,WD50M,T2MWET,T2M,QV2M,RH2M,PRECTOTCORR
2019,12,20,10,95.28,4.99,75.88,6.04,76.99,22.8,25.23,15.75,74.44,0
2019,12,20,11,95.2,4.64,77.95,5.59,78.63,23.3,25.97,16.05,72.44,0
2019,12,20,12,95.09,4.23,76.99,5.11,77.64,23.51,26.32,16.11,71.25,0
2019,12,20,13,94.99,3.91,75.05,4.74,75.57,23.61,26.47,16.17,70.88,0
2019,12,20,14,94.94,3.74,72.89,4.6,73.01,23.55,26.34,16.24,71.44,0
2019,12,20,15,94.93,3.6,71.29,4.57,71.04,23.41,25.98,16.3,73.31,0
2019,12,20,16,94.97,2.87,71.27,4.24,70.53,23.17,25.16,16.66,78.62,0
2019,12,20,17,95.05,2.03,72.26,4.26,71.6,22.28,23.2,16.78,89.31,0
2019,12,20,18,95.12,2.37,73.9,4.9,72.84,21.52,22.29,16.17,91.12,0
2019,12,20,19,95.21,2.83,73.01,5.49,72.96,21.15,21.9,15.81,91.25,0
2019,12,20,20,95.26,3.09,72.94,5.62,73.35,20.83,21.5,15.62,92.25,0
2019,12,20,21,95.28,3.11,76.94,5.76,77.4,20.67,21.23,15.5,93.44,0
2019,12,20,22,95.26,3.2,80.01,5.79,80.28,20.52,20.94,15.5,94.94,0
2019,12,20,23,95.22,3.16,80.33,5.57,80.15,20.46,20.8,15.56,95.88,0
2019,12,21,0,95.15,3.08,77.83,5.35,77.69,20.26,20.56,15.38,96.38,0
2019,12,21,1,95.08,2.77,75.14,5.01,75.01,20,20.26,15.2,96.88,0
2019,12,21,2,95.04,2.32,74.19,4.6,74.43,19.75,19.94,15.01,97.5,0
2019,12,21,3,95.05,2.12,75.71,4.33,76.01,19.55,19.72,14.89,97.94,0
2019,12,21,4,95.1,2.02,77.52,4.15,78.06,19.43,19.57,14.77,98.12,0
2019,12,21,5,95.15,2.03,77.09,4.24,77.55,19.26,19.35,14.65,98.75,0
2019,12,21,6,95.22,2.36,73.06,4.22,73.54,19.4,19.62,14.65,97.25,0
2019,12,21,7,95.29,3.88,73.13,4.98,74.52,20.14,20.93,14.77,90.56,0
2019,12,21,8,95.33,4.73,77.32,5.83,78.01,20.76,22.16,14.77,84,0
2019,12,21,9,95.32,4.95,80.27,5.99,80.54,21.33,23.27,14.83,78.81,0
2019,12,21,10,95.28,4.99,82.35,5.98,82.27,21.85,24.19,14.95,75.12,0
2019,12,21,11,95.2,4.96,83.94,5.92,83.56,22.16,24.78,14.95,72.62,0
2019,12,21,12,95.1,4.92,84.81,5.88,84.05,22.23,25.06,14.89,70.81,0
2019,12,21,13,95,4.79,85.23,5.77,84.09,22.08,25.01,14.65,69.88,0
2019,12,21,14,94.92,4.58,85.11,5.64,83.8,21.76,24.66,14.4,70.06,0
2019,12,21,15,94.91,4.07,85.82,5.28,84.4,21.37,23.98,14.28,72.56,0
2019,12,21,16,94.97,2.89,87.52,4.66,86.44,21.05,22.87,14.71,79.94,0
2019,12,21,17,95.05,2.15,88.33,4.47,87.8,20.13,21.05,14.71,89.19,0
2019,12,21,18,95.14,2.28,87.44,4.67,86.93,19.48,20.23,14.28,91.19,0
2019,12,21,19,95.23,2.36,85.82,4.87,85.67,19.24,19.9,14.1,91.94,0
2019,12,21,20,95.29,2.39,84.38,5.02,84.47,19.08,19.66,13.98,92.81,0
2019,12,21,21,95.31,2.39,81.92,5.04,82.35,18.96,19.46,13.98,93.94,0
2019,12,21,22,95.28,2.32,78.16,4.93,78.67,18.87,19.24,14.04,95.44,0
2019,12,21,23,95.23,2.21,75.47,4.7,75.94,18.87,19.08,14.16,97.25,0
2019,12,22,0,95.17,2.2,74.33,4.6,75.14,18.87,18.97,14.28,98.75,0
2019,12,22,1,95.1,2.28,74.68,4.73,75.64,18.88,18.93,14.34,99.25,0
2019,12,22,2,95.06,2.24,75.43,4.7,76.15,18.8,18.82,14.28,99.75,0
2019,12,22,3,95.07,2.2,75.82,4.72,76.4,18.67,18.62,14.22,100,0
2019,12,22,4,95.1,2.22,75.08,4.78,75.62,18.58,18.48,14.22,100,0
2019,12,22,5,95.14,2.3,72.98,4.9,73.5,18.54,18.43,14.16,100,0
2019,12,22,6,95.21,2.68,70.25,4.81,70.83,18.89,19.01,14.28,98.38,0
2019,12,22,7,95.29,4.19,71.06,5.31,71.73,20,20.8,14.65,90.5,0
2019,12,22,8,95.35,4.88,72.09,5.89,72.31,20.9,22.41,14.83,83,0
2019,12,22,9,95.34,4.86,73.17,5.76,73.29,21.63,23.8,14.89,76.62,0
2019,12,22,10,95.29,4.65,74.61,5.48,74.69,22.26,25.02,14.89,71.38,0
2019,12,22,11,95.2,4.38,76.71,5.16,76.62,22.71,26,14.89,67.06,0
2019,12,22,12,95.09,4.13,78.65,4.86,78.51,23.08,26.68,14.95,64.62,0
2019,12,22,13,94.99,3.9,80.31,4.64,80.11,23.3,27.01,15.08,63.75,0
2019,12,22,14,94.94,3.74,82.07,4.53,81.87,23.31,26.98,15.14,64.19,0
2019,12,22,15,94.93,3.44,84.26,4.45,84.15,23.17,26.58,15.26,66.19,0
2019,12,22,16,94.96,2.65,85.6,4.22,85.11,22.94,25.61,15.75,72.44,0
2019,12,22,17,95.02,2.03,85.58,3.87,84.32,21.92,23.26,16.05,85,0
2019,12,22,18,95.1,2.16,85.65,3.98,84.03,21.02,22.11,15.38,87.5,0
2019,12,22,19,95.2,2.28,84.89,4.39,83.76,20.65,21.6,15.14,88.94,0
2019,12,22,20,95.26,2.36,82.41,4.8,81.86,20.33,21.13,14.95,90.62,0
2019,12,22,21,95.27,2.47,82.72,5.41,83.04,20.07,20.73,14.89,92.31,0
2019,12,22,22,95.24,2.45,82.67,5.23,82.71,19.81,20.3,14.77,94.19,0
2019,12,22,23,95.21,2.34,79.63,4.75,80.24,19.48,19.78,14.65,96.44,0
2019,12,23,0,95.15,2.29,74.35,4.5,75.22,19.23,19.36,14.59,98.31,0
2019,12,23,1,95.07,2.19,67.82,4.33,68.62,19.08,19.19,14.47,98.62,0
2019,12,23,2,95.02,2.09,63.63,4.16,64.3,18.88,18.98,14.34,98.81,0
2019,12,23,3,95.02,2.06,63.14,4.1,63.78,18.69,18.78,14.16,98.81,0
2019,12,23,4,95.06,2.01,63.14,3.98,63.89,18.5,18.58,13.98,98.94,0
2019,12,23,5,95.11,1.92,60.52,3.76,61.73,18.3,18.37,13.79,99.06,0
2019,12,23,6,95.19,1.99,56.68,3.44,57.54,18.49,18.73,13.79,96.94,0
2019,12,23,7,95.28,3.12,60.61,3.91,62.41,19.32,20.28,13.92,88.69,0
2019,12,23,8,95.34,3.82,70.42,4.56,71.5,20.21,21.9,14.04,81.06,0
2019,12,23,9,95.36,4.27,78.18,5.01,78.59,21.16,23.45,14.34,75.5,0
2019,12,23,10,95.33,4.58,81.97,5.37,81.88,21.97,24.69,14.71,71.69,0
2019,12,23,11,95.25,4.58,82.35,5.4,82.09,22.42,25.4,14.89,69.56,0
2019,12,23,12,95.14,4.33,80.23,5.13,79.92,22.67,25.82,15.01,68.25,0
2019,12,23,13,95.03,4.01,76.94,4.79,76.62,22.85,26.11,15.08,67.38,0
2019,12,23,14,94.96,3.72,75.26,4.54,74.94,22.87,26.13,15.08,67.31,0
2019,12,23,15,94.94,3.32,76.65,4.33,76.11,22.78,25.86,15.2,68.88,0
2019,12,23,16,94.99,2.46,79.01,3.98,78.23,22.64,25.04,15.69,74.81,0
2019,12,23,17,95.05,1.93,80.46,3.56,79.77,21.7,22.94,15.93,85.94,0
2019,12,23,18,95.11,2.1,79.49,3.61,78.76,20.77,21.94,15.08,86.69,0
2019,12,23,19,95.17,2.22,77.58,3.91,77.19,20.31,21.35,14.77,88.06,0
2019,12,23,20,95.19,2.32,75.54,4.35,75.34,19.87,20.74,14.53,89.88,0
2019,12,23,21,95.18,2.36,75.46,4.71,75.5,19.45,20.16,14.28,91.62,0
2019,12,23,22,95.17,2.37,80.51,4.87,80.86,19.11,19.67,14.1,93.31,0
2019,12,23,23,95.16,2.43,88.89,4.91,89,18.86,19.26,14.04,95.31,0
2019,12,24,0,95.14,2.3,90.78,4.62,91.36,18.73,18.92,14.1,97.69,0
2019,12,24,1,95.11,2.02,84,4.21,84.79,18.66,18.72,14.16,99.25,0
2019,12,24,2,95.08,1.87,75.27,3.87,76.44,18.49,18.47,14.04,100,0
2019,12,24,3,95.09,1.88,68.77,3.8,70.15,18.33,18.27,13.98,100,0
2019,12,24,4,95.14,1.91,63.23,3.78,64.44,18.19,18.09,13.85,100,0
2019,12,24,5,95.21,1.96,57.7,3.8,58.96,18.01,17.87,13.73,100,0
2019,12,24,6,95.29,2.06,54.08,3.77,54.86,18.24,18.32,13.73,98.94,0
2019,12,24,7,95.38,3.39,56.75,4.25,58.39,19.47,20.41,14.04,88.81,0
2019,12,24,8,95.43,4.07,61.81,4.85,63.19,20.5,22.28,14.16,80.19,0
2019,12,24,9,95.42,4.17,65.88,4.89,66.87,21.47,23.94,14.47,73.94,0
2019,12,24,10,95.39,4.08,70.32,4.8,71.09,22.34,25.37,14.77,69.25,0
2019,12,24,11,95.3,3.85,73.99,4.54,74.34,23.1,26.47,15.14,66.5,0
2019,12,24,12,95.19,3.47,75.53,4.1,75.65,23.71,27.2,15.62,65.69,0
2019,12,24,13,95.09,3.07,76.6,3.64,76.35,24.06,27.56,15.99,65.69,0
2019,12,24,14,95.02,2.83,79.03,3.4,78.33,24.08,27.47,16.11,66.5,0
2019,12,24,15,95.02,2.68,82.3,3.35,81.02,23.92,27.03,16.24,68.75,0
2019,12,24,16,95.06,2.26,85.04,3.4,83.94,23.68,26.11,16.66,74.56,0.01
2019,12,24,17,95.12,1.81,89.51,3.34,88.93,22.81,23.98,17.09,86.81,0.02
2019,12,24,18,95.19,1.86,94.1,3.46,92.59,22.12,22.94,16.72,90.5,0.04
2019,12,24,19,95.26,1.88,93.81,3.71,92.41,21.85,22.48,16.6,92.56,0.07
2019,12,24,20,95.3,1.91,90.7,4.02,89.89,21.65,22.07,16.6,94.94,0.1
2019,12,24,21,95.31,2.07,86.54,4.49,87.11,21.55,21.8,16.66,96.88,0.13
2019,12,24,22,95.27,2.26,84.45,4.68,84.93,21.46,21.62,16.72,97.94,0.16
2019,12,24,23,95.23,2.86,83.73,5.5,83.88,21.4,21.6,16.6,97.5,0.18
2019,12,25,0,95.18,3.48,82.12,6.03,81.95,21.3,21.54,16.48,97.06,0.2
2019,12,25,1,95.12,3.37,78.22,5.91,78.1,21.06,21.29,16.24,97.12,0.18
2019,12,25,2,95.08,3.05,74.72,5.66,74.47,20.76,20.98,15.99,97.25,0.13
2019,12,25,3,95.09,2.89,71.91,5.43,71.72,20.5,20.69,15.75,97.5,0.09
2019,12,25,4,95.13,2.71,68.32,5.15,68.26,20.27,20.45,15.5,97.69,0.05
2019,12,25,5,95.19,2.58,64.75,5.02,64.87,20.05,20.23,15.32,97.75,0.03
2019,12,25,6,95.26,2.99,62.3,5,62.55,20.14,20.37,15.32,97.06,0.01
2019,12,25,7,95.34,4.12,62.9,5.24,63.43,20.84,21.3,15.75,94.5,0.01
2019,12,25,8,95.39,5.1,63.94,6.4,64.87,21.54,22.37,16.05,90.25,0.1
2019,12,25,9,95.38,5.6,66.33,6.89,67.25,22.3,23.68,16.3,84.44,0.13
2019,12,25,10,95.32,5.68,69.37,6.9,70.01,23.11,25.06,16.54,78.94,0.2
2019,12,25,11,95.22,5.39,72.27,6.5,72.44,23.79,26.19,16.78,74.75,0.25
2019,12,25,12,95.1,4.95,73.4,5.95,73.28,24.3,27.05,17.03,71.88,0.27
2019,12,25,13,95,4.53,73.78,5.45,73.43,24.52,27.44,17.09,70.44,0.27
2019,12,25,14,94.95,4.32,74.81,5.26,74.15,24.46,27.36,17.03,70.62,0.23
2019,12,25,15,94.96,4.09,76.41,5.19,75.61,24.21,26.82,17.09,73.06,0.17
2019,12,25,16,95.01,3.3,77.71,4.84,77.4,23.9,25.84,17.46,79.12,0.17
2019,12,25,17,95.09,2.25,79.78,4.6,79.34,22.9,23.8,17.46,89.62,0.13
2019,12,25,18,95.17,2.31,81.65,4.84,80.71,22.1,22.7,16.97,92.94,0.09
2019,12,25,19,95.27,2.47,82,5.08,81.51,21.75,22.23,16.66,94.25,0.06
2019,12,25,20,95.34,2.47,83.46,5.03,83.58,21.46,21.8,16.48,95.81,0.04
2019,12,25,21,95.35,2.31,87.28,4.7,87.52,21.19,21.39,16.42,97.62,0.03
2019,12,25,22,95.33,2.13,89.16,4.55,89.41,20.98,21.07,16.24,98.69,0.02
2019,12,25,23,95.29,2.03,89.56,4.27,89.69,20.77,20.84,16.11,99.06,0.02
2019,12,26,0,95.25,1.9,87.88,4,88.32,20.48,20.54,15.87,99.38,0.03
2019,12,26,1,95.19,1.83,86.09,3.84,86.5,20.2,20.23,15.56,99.5,0.03
2019,12,26,2,95.13,1.86,85.9,3.91,85.99,20.06,20.11,15.44,99.19,0.03
2019,12,26,3,95.12,1.92,86.73,3.98,87.08,19.86,19.92,15.2,99.12,0.03
2019,12,26,4,95.15,1.92,87.43,3.92,87.95,19.61,19.67,15.01,99.19,0.03
2019,12,26,5,95.19,1.91,87.42,3.89,87.81,19.4,19.44,14.77,99.25,0.03
2019,12,26,6,95.25,2.11,85.96,3.78,86.33,19.73,19.89,15.01,97.94,0.03
2019,12,26,7,95.31,3.31,83.08,4.11,83.24,20.74,21.27,15.56,93.5,0.02
2019,12,26,8,95.36,3.76,80.19,4.46,80.32,21.55,22.62,15.87,87.69,0
2019,12,26,9,95.36,3.72,76.02,4.3,75.81,22.49,24.32,16.05,79.94,0
2019,12,26,10,95.31,3.54,72.4,4.04,71.28,23.44,25.95,16.3,73.75,0
2019,12,26,11,95.22,3.29,70.14,3.74,68.2,24.06,27.01,16.54,70.06,0
2019,12,26,12,95.1,3.07,69.77,3.49,67.05,24.5,27.76,16.66,67.62,0
2019,12,26,13,94.99,2.88,71.32,3.28,68.07,24.69,28.15,16.66,66.06,0
2019,12,26,14,94.93,2.74,74.97,3.19,71.57,24.52,27.97,16.54,66.12,0
2019,12,26,15,94.91,2.57,80.54,3.15,77.83,24.3,27.47,16.6,68.31,0
2019,12,26,16,94.94,2.1,87.23,3.04,84.85,24.07,26.69,16.91,73,0
2019,12,26,17,95,1.67,98.89,2.87,97.36,23.2,24.65,17.21,83.94,0
2019,12,26,18,95.07,1.64,111.8,2.83,110.83,22.33,23.48,16.6,86.88,0
2019,12,26,19,95.16,1.62,118.54,2.82,117.2,21.87,22.9,16.24,88.12,0
2019,12,26,20,95.21,1.56,119.14,2.73,118.18,21.48,22.37,15.99,89.5,0
2019,12,26,21,95.22,1.52,113.39,2.71,112.94,21.1,21.85,15.75,91.06,0
2019,12,26,22,95.2,1.55,101.31,2.93,101.52,20.73,21.3,15.56,93.12,0
2019,12,26,23,95.17,1.68,92.4,3.49,92.44,20.34,20.73,15.38,95.38,0
2019,12,27,0,95.11,1.8,86.76,3.86,87.21,20.01,20.24,15.26,97.19,0
2019,12,27,1,95.05,1.79,81.23,3.75,81.62,19.79,19.94,15.08,98.12,0
2019,12,27,2,95,1.76,76.95,3.78,77.09,19.56,19.7,14.89,98.31,0
2019,12,27,3,95,1.83,74.66,3.83,74.63,19.36,19.51,14.71,98.06,0
2019,12,27,4,95.04,1.89,72.39,3.81,72.57,19.12,19.24,14.53,98.38,0
2019,12,27,5,95.09,1.92,70.75,3.84,71.27,18.9,18.98,14.34,98.94,0
2019,12,27,6,95.16,2.29,71.69,3.85,72.04,19.09,19.33,14.34,96.94,0
2019,12,27,7,95.25,3.61,78.13,4.46,79.1,20.02,20.93,14.59,89.25,0
2019,12,27,8,95.29,4.04,82.34,4.79,82.23,20.99,22.61,14.83,81.88,0
2019,12,27,9,95.27,3.91,79.99,4.55,78.71,22.08,24.35,15.26,75.81,0
2019,12,27,10,95.2,3.72,74.53,4.33,72.58,23.06,25.87,15.69,71.06,0
2019,12,27,11,95.1,3.6,69.79,4.19,67.31,23.81,27.08,15.99,67.5,0
2019,12,27,12,94.97,3.43,67.23,4.03,64.48,24.27,27.85,16.11,65.06,0
2019,12,27,13,94.86,3.2,67,3.78,63.86,24.45,28.22,16.17,63.62,0
2019,12,27,14,94.79,3,69.11,3.61,65.87,24.36,28.12,16.05,63.62,0
2019,12,27,15,94.76,2.75,75.53,3.6,72.71,24.23,27.71,16.24,65.81,0
2019,12,27,16,94.79,2.27,85.07,3.61,82.41,23.94,26.65,16.72,72.25,0
2019,12,27,17,94.85,1.93,99.08,3.7,97.77,23.07,24.51,17.15,84.12,0
2019,12,27,18,94.93,2.11,106.82,4.09,106.08,22.14,23.37,16.42,86.19,0
2019,12,27,19,95.02,2.17,107.19,4.51,106.83,21.58,22.65,15.99,87.81,0
2019,12,27,20,95.1,2.23,103.99,4.79,103.79,21.03,21.88,15.62,90,0
2019,12,27,21,95.14,2.22,101.15,4.74,101.22,20.49,21.07,15.38,93.12,0
2019,12,27,22,95.14,2.05,97.45,4.51,97.67,19.98,20.3,15.14,96.12,0
2019,12,27,23,95.12,1.96,92.96,4.28,93.24,19.69,19.92,14.89,97.06,0
2019,12,28,0,95.09,1.84,85.86,3.95,86.14,19.4,19.55,14.71,98.06,0
2019,12,28,1,95.05,1.75,76.03,3.73,76.31,19.09,19.15,14.53,99.12,0
2019,12,28,2,95.02,1.74,63.66,3.68,63.82,18.84,18.86,14.34,99.62,0
2019,12,28,3,95.04,1.83,54.55,3.78,54.93,18.63,18.63,14.16,99.88,0
2019,12,28,4,95.08,1.91,52.99,3.87,53.62,18.43,18.4,13.98,100,0
2019,12,28,5,95.14,1.93,55.54,3.86,56.21,18.23,18.18,13.85,100,0
2019,12,28,6,95.21,2.15,60.36,3.78,60.68,18.52,18.71,13.92,97.62,0
2019,12,28,7,95.29,3.39,67.81,4.2,68.87,19.62,20.71,14.04,87.19,0
2019,12,28,8,95.33,4.13,74.2,4.93,74,20.59,22.55,14.1,78.44,0
2019,12,28,9,95.31,4.41,75.52,5.2,74.86,21.49,24.16,14.28,72.06,0
2019,12,28,10,95.24,4.46,75.5,5.24,74.7,22.22,25.46,14.47,67.25,0
2019,12,28,11,95.15,4.37,75.81,5.11,74.67,22.75,26.47,14.53,63.56,0
2019,12,28,12,95.02,4.17,76.77,4.89,75.48,23.12,27.17,14.53,61.12,0
2019,12,28,13,94.92,3.95,78.58,4.65,77.18,23.29,27.51,14.59,59.94,0
2019,12,28,14,94.86,3.76,81.05,4.51,79.62,23.25,27.46,14.59,60.06,0
2019,12,28,15,94.86,3.52,84.53,4.48,83.4,23.03,26.99,14.59,61.88,0
2019,12,28,16,94.91,2.89,87.37,4.48,86.6,22.75,25.9,15.08,68.19,0
2019,12,28,17,94.99,2.25,89.2,4.66,89.04,21.69,23.35,15.5,81.62,0
2019,12,28,18,95.08,2.44,90.92,5.23,90.94,20.75,22.08,14.89,84.88,0
2019,12,28,19,95.17,2.57,93.66,5.73,93.75,20.34,21.54,14.59,86.19,0
2019,12,28,20,95.25,2.66,97.75,5.98,97.66,20.06,21.08,14.53,88,0
2019,12,28,21,95.26,2.7,98.97,5.9,98.91,19.83,20.61,14.53,90.69,0
2019,12,28,22,95.23,2.55,97.76,5.45,97.91,19.59,20.11,14.53,93.75,0
2019,12,28,23,95.18,2.34,94.41,4.98,94.95,19.37,19.66,14.53,96.19,0
2019,12,29,0,95.13,2.13,91.26,4.58,91.95,19.16,19.31,14.47,98,0
2019,12,29,1,95.06,1.99,87.97,4.35,88.77,19,19.06,14.47,99.12,0
2019,12,29,2,95.01,1.93,84.66,4.21,85.32,18.88,18.9,14.4,99.69,0
2019,12,29,3,95.02,1.87,79.63,3.99,80.32,18.76,18.73,14.28,100,0
2019,12,29,4,95.07,1.89,75.16,4,75.86,18.65,18.59,14.22,100,0
2019,12,29,5,95.14,1.94,72.22,4.1,72.84,18.56,18.46,14.16,100,0
2019,12,29,6,95.24,2.29,71.26,4.22,71.43,18.9,19.04,14.28,98.31,0
2019,12,29,7,95.33,4.03,74.94,5.15,75.86,20.03,20.94,14.59,89.25,0
2019,12,29,8,95.39,5.04,79.91,6.22,80.24,20.94,22.65,14.65,80.88,0
2019,12,29,9,95.38,5.27,81.91,6.37,81.75,21.76,24.26,14.71,73.62,0
2019,12,29,10,95.31,5.14,82.23,6.16,81.83,22.44,25.53,14.77,68.62,0
2019,12,29,11,95.21,4.8,82.05,5.71,81.43,22.99,26.51,14.89,65.19,0
2019,12,29,12,95.09,4.37,81.88,5.19,81.08,23.38,27.22,15.01,62.94,0
2019,12,29,13,94.97,3.95,82.5,4.69,81.48,23.58,27.59,15.08,61.69,0
2019,12,29,14,94.9,3.61,82.03,4.34,81.1,23.52,27.51,15.01,61.75,0
2019,12,29,15,94.88,3.28,80.96,4.24,80.14,23.29,26.99,15.08,63.94,0
2019,12,29,16,94.93,2.7,81.17,4.23,80.21,23.04,25.98,15.56,70.06,0
2019,12,29,17,95.01,2.15,82.69,4.38,81.48,22.16,23.73,16.05,82.56,0
2019,12,29,18,95.09,2.45,85.07,5.09,84.18,21.28,22.59,15.38,85.06,0
2019,12,29,19,95.19,2.74,87.38,5.92,87.13,20.85,22.09,15.01,85.75,0
2019,12,29,20,95.26,3.05,91.18,6.52,91.1,20.53,21.64,14.83,87.19,0
2019,12,29,21,95.27,3.31,94.74,6.6,94.48,20.37,21.23,14.89,89.69,0
2019,12,29,22,95.25,2.94,93.5,5.8,93.24,20.15,20.69,15.08,93.56,0
2019,12,29,23,95.21,2.49,87.67,5.14,87.73,19.88,20.17,15.01,96.5,0
2019,12,30,0,95.16,2.45,81.92,5.04,82.35,19.66,19.83,14.95,97.81,0
2019,12,30,1,95.1,2.3,78.42,4.82,78.96,19.43,19.52,14.77,98.75,0
2019,12,30,2,95.05,2.16,77.47,4.61,77.97,19.15,19.16,14.65,99.75,0
2019,12,30,3,95.05,2.12,75.71,4.41,76.38,18.89,18.84,14.47,100,0
2019,12,30,4,95.1,2.08,69.52,4.28,70.51,18.65,18.55,14.22,100,0
2019,12,30,5,95.18,2.06,63.43,4.23,64.19,18.44,18.32,14.1,100,0
2019,12,30,6,95.27,2.32,59.37,4.14,59.91,18.71,18.86,14.1,98.12,0
2019,12,30,7,95.36,3.89,63.79,4.94,65.62,19.72,20.74,14.16,88.06,0
2019,12,30,8,95.42,4.63,71.93,5.62,72.95,20.61,22.51,14.22,79.12,0
2019,12,30,9,95.4,4.8,76.35,5.74,76.63,21.4,24.11,14.16,71.81,0
2019,12,30,10,95.33,4.73,78.17,5.61,77.86,22.13,25.49,14.28,66.38,0
2019,12,30,11,95.22,4.47,78.3,5.28,77.53,22.76,26.58,14.4,62.94,0
2019,12,30,12,95.11,4.08,77.72,4.79,76.62,23.23,27.33,14.59,60.81,0
2019,12,30,13,95,3.67,77.47,4.32,75.96,23.43,27.7,14.65,59.62,0
2019,12,30,14,94.94,3.42,78.66,4.07,77.01,23.32,27.59,14.59,59.62,0
2019,12,30,15,94.93,3.26,81.33,4.1,80.12,23.07,27.08,14.59,61.5,0
2019,12,30,16,94.99,2.71,83.71,4.14,82.74,22.8,25.97,15.14,68.12,0.01
2019,12,30,17,95.06,2.13,86.84,4.27,85.59,21.87,23.53,15.62,81.69,0.01
2019,12,30,18,95.15,2.31,90,4.83,88.98,21.05,22.39,15.14,84.81,0.01
2019,12,30,19,95.25,2.5,92.86,5.45,92.46,20.65,21.87,14.83,85.94,0
2019,12,30,20,95.31,2.65,98.46,5.82,98.34,20.25,21.26,14.71,88.19,0
2019,12,30,21,95.33,2.54,102.8,5.7,102.84,19.97,20.68,14.71,91.44,0.01
2019,12,30,22,95.31,2.38,103.08,5.21,103.27,19.83,20.24,14.83,94.94,0.01
2019,12,30,23,95.29,2.07,99.78,4.54,100.21,19.73,19.9,14.95,97.75,0.02
2019,12,31,0,95.23,1.89,96.16,4.21,96.5,19.62,19.62,15.01,99.94,0.02
2019,12,31,1,95.15,1.85,93.14,4.08,93.41,19.49,19.39,15.01,100,0.02
2019,12,31,2,95.11,1.88,89.52,4.05,89.78,19.4,19.25,15.01,100,0.02
2019,12,31,3,95.12,1.92,85.8,4.09,86.27,19.23,19.05,14.89,100,0.02
2019,12,31,4,95.17,2,83.49,4.36,84.24,19.11,18.92,14.77,100,0.02
2019,12,31,5,95.25,2.01,79.26,4.32,79.79,18.99,18.79,14.65,100,0.01
2019,12,31,6,95.33,2.18,76.11,4.09,76.76,19.33,19.39,14.71,99.12,0.01
2019,12,31,7,95.43,3.57,76.72,4.49,78.26,20.53,21.4,15.08,89.75,0.01
2019,12,31,8,95.48,4.1,82.33,4.93,83.17,21.5,23.16,15.2,81.5,0.03
2019,12,31,9,95.46,4.07,85.15,4.83,85.55,22.26,24.69,15.2,74.25,0.03
2019,12,31,10,95.38,3.95,87.17,4.69,87.23,22.9,26.03,15.14,68.38,0.03
2019,12,31,11,95.26,3.72,89.4,4.4,89.08,23.43,27.04,15.2,64.62,0.02
2019,12,31,12,95.13,3.41,91.05,4.04,90.44,23.78,27.69,15.32,62.44,0.03
2019,12,31,13,95.01,3.14,92.99,3.72,92.05,23.91,27.98,15.32,61.25,0.04
2019,12,31,14,94.95,3.09,94.64,3.68,93.77,23.75,27.75,15.2,61.69,0.05
2019,12,31,15,94.94,2.96,94.7,3.73,94.33,23.48,27.08,15.32,64.69,0.07
2019,12,31,16,94.97,2.48,92.35,3.74,92.03,23.12,25.94,15.75,71.06,0.07
2019,12,31,17,95.04,1.85,89.03,3.7,88.55,22.47,23.95,16.42,83.5,0.06
2019,12,31,18,95.13,1.84,88.79,3.96,87.97,21.86,23.01,16.11,86.75,0.06
2019,12,31,19,95.22,2.05,90.87,4.52,90.3,21.45,22.44,15.87,88.5,0.07
2019,12,31,20,95.29,2.22,93.22,4.77,93,21.13,21.92,15.75,90.75,0.08
2019,12,31,21,95.32,2.27,96.32,4.73,96.64,20.91,21.48,15.75,93.12,0.05
2019,12,31,22,95.3,2.17,98.48,4.4,99.19,20.72,21.12,15.75,95.12,0.04
2019,12,31,23,95.26,1.78,99.63,3.83,99.64,20.57,20.83,15.69,96.69,0.04
2020,1,1,0,95.2,1.6,97.3,3.51,97.41,20.37,20.57,15.62,97.56,0.06
2020,1,1,1,95.12,1.57,93.72,3.37,94.12,20.18,20.33,15.44,98.12,0.11
2020,1,1,2,95.06,1.65,91.09,3.65,91.35,20.01,20.14,15.32,98.25,0.09
2020,1,1,3,95.05,1.64,86.46,3.49,86.92,19.79,19.9,15.14,98.56,0.05
2020,1,1,4,95.08,1.68,80.89,3.39,81.38,19.52,19.61,14.89,98.88,0.03
2020,1,1,5,95.15,1.77,75.96,3.51,76.21,19.26,19.32,14.71,99.31,0.02
2020,1,1,6,95.24,1.92,72.23,3.53,72.49,19.6,19.75,14.89,98.19,0.02
2020,1,1,7,95.37,3.27,72.78,4.14,74.47,20.69,21.28,15.5,92.88,0.02
2020,1,1,8,95.46,4.09,77.74,5.02,79.6,21.48,22.74,15.56,85.62,0
2020,1,1,9,95.47,4.37,80.74,5.29,82.44,22.33,24.63,15.38,75.56,0
2020,1,1,10,95.43,4.25,83.88,5.07,84.97,23.08,26.21,15.32,68.38,0
2020,1,1,11,95.34,3.84,85.33,4.55,86.26,23.73,27.34,15.5,64.69,0
2020,1,1,12,95.23,3.35,85.46,3.95,86.15,24.12,28.02,15.62,62.56,0
2020,1,1,13,95.11,3.02,87.18,3.54,87.35,24.26,28.3,15.62,61.56,0
2020,1,1,14,95.04,2.76,89.19,3.26,88.9,24.12,28.12,15.56,61.81,0
2020,1,1,15,95.03,2.52,91.42,3.07,90.58,23.87,27.59,15.56,63.81,0
2020,1,1,16,95.07,2.06,91.74,2.95,91.22,23.55,26.58,15.93,69.38,0
